890.51486636	0.35	31000.4515456	10000.48384853
1050.2770453	0.35	116000.9744948	38000.99149826
1260.6908268	0.35	445000.1352584	148000.3784195
1450.9264298	0.35	1621000.404776	540000.4682586
1750.0257119	0.35	6149000.625626	2049000.875209
