1	1	1	1	1e-05		290	0	0	8.34817e-05	-4.47935e-05	-8.57143e-06	-6.89819e-06	0	0	0.407959	-0.0854074	0.0539083	-0.0132658	0	0	1.87561e-05	1.87561e-05	0	0		
1	1	1	2	2e-05		290	0	0	0.000166963	-8.9587e-05	-1.71429e-05	-1.37964e-05	0	0	0.815917	-0.170815	0.107817	-0.0265315	0	0	7.50244e-05	7.50244e-05	0	0		
1	1	1	3	3e-05		290	0	0	0.000250445	-0.00013438	-2.57143e-05	-2.06946e-05	0	0	1.22388	-0.256222	0.161725	-0.0397973	0	0	0.000168805	0.000168805	0	0		
1	1	1	4	4e-05		290	0	0	0.000333927	-0.000179174	-3.42857e-05	-2.75928e-05	0	0	1.63183	-0.341629	0.215633	-0.053063	0	0	0.000300098	0.000300098	0	0		
1	1	1	5	5e-05		290	0	0	0.000417408	-0.000223967	-4.28571e-05	-3.4491e-05	0	0	2.03979	-0.427037	0.269541	-0.0663288	0	0	0.000468903	0.000468903	0	0		
1	1	1	6	6e-05		290	0	0	0.00050089	-0.000268761	-5.14286e-05	-4.13892e-05	0	0	2.44775	-0.512444	0.32345	-0.0795946	0	0	0.00067522	0.00067522	0	0		
1	1	1	7	7e-05		290	0	0	0.000584372	-0.000313554	-6e-05	-4.82874e-05	0	0	2.85571	-0.597851	0.377358	-0.0928603	0	0	0.000919049	0.000919049	0	0		
1	1	1	8	8e-05		290	0	0	0.000667853	-0.000358348	-6.85714e-05	-5.51856e-05	0	0	3.26367	-0.683259	0.431266	-0.106126	0	0	0.00120039	0.00120039	0	0		
1	1	1	9	9e-05		290	0	0	0.000751335	-0.000403141	-7.71429e-05	-6.20838e-05	0	0	3.67163	-0.768666	0.485174	-0.119392	0	0	0.00151924	0.00151924	0	0		
1	1	1	10	0.0001		290	0	0	0.000834817	-0.000447935	-8.57143e-05	-6.89819e-05	0	0	4.07959	-0.854074	0.539083	-0.132658	0	0	0.00187561	0.00187561	0	0		
1	1	1	11	0.00011		290	0	0	0.000918299	-0.000492728	-9.42857e-05	-7.58801e-05	0	0	4.48755	-0.939481	0.592991	-0.145923	0	0	0.00226949	0.00226949	0	0		
1	1	1	12	0.00012		290	0	0	0.00100178	-0.000537522	-0.000102857	-8.27783e-05	0	0	4.8955	-1.02489	0.646899	-0.159189	0	0	0.00270088	0.00270088	0	0		
1	1	1	13	0.00013		290	0	0	0.00108526	-0.000582315	-0.000111429	-8.96765e-05	0	0	5.30346	-1.1103	0.700807	-0.172455	0	0	0.00316978	0.00316978	0	0		
1	1	1	14	0.00014		290	0	0	0.00116874	-0.000627109	-0.00012	-9.65747e-05	0	0	5.71142	-1.1957	0.754716	-0.185721	0	0	0.0036762	0.0036762	0	0		
1	1	1	15	0.00015		290	0	0	0.00125223	-0.000671902	-0.000128571	-0.000103473	0	0	6.11938	-1.28111	0.808624	-0.198986	0	0	0.00422012	0.00422012	0	0		
1	1	1	16	0.00016		290	0	0	0.00133571	-0.000716696	-0.000137143	-0.000110371	0	0	6.52734	-1.36652	0.862532	-0.212252	0	0	0.00480156	0.00480156	0	0		
1	1	1	17	0.00017		290	0	0	0.00141919	-0.000761489	-0.000145714	-0.000117269	0	0	6.9353	-1.45192	0.91644	-0.225518	0	0	0.00542051	0.00542051	0	0		
1	1	1	18	0.00018		290	0	0	0.00150267	-0.000806283	-0.000154286	-0.000124168	0	0	7.34326	-1.53733	0.970349	-0.238784	0	0	0.00607698	0.00607698	0	0		
1	1	1	19	0.00019		290	0	0	0.00158615	-0.000851076	-0.000162857	-0.000131066	0	0	7.75121	-1.62274	1.02426	-0.252049	0	0	0.00677095	0.00677095	0	0		
1	1	1	20	0.0002		290	0	0	0.00166963	-0.00089587	-0.000171429	-0.000137964	0	0	8.15917	-1.70815	1.07817	-0.265315	0	0	0.00750244	0.00750244	0	0		
1	1	1	21	0.00021		290	0	0	0.00175312	-0.000940663	-0.00018	-0.000144862	0	0	8.56713	-1.79355	1.13207	-0.278581	0	0	0.00827144	0.00827144	0	0		
1	1	1	22	0.00022		290	0	0	0.0018366	-0.000985457	-0.000188571	-0.00015176	0	0	8.97509	-1.87896	1.18598	-0.291847	0	0	0.00907795	0.00907795	0	0		
1	1	1	23	0.00023		290	0	0	0.00192008	-0.00103025	-0.000197143	-0.000158658	0	0	9.38305	-1.96437	1.23989	-0.305112	0	0	0.00992198	0.00992198	0	0		
1	1	1	24	0.00024		290	0	0	0.00200356	-0.00107504	-0.000205714	-0.000165557	0	0	9.79101	-2.04978	1.2938	-0.318378	0	0	0.0108035	0.0108035	0	0		
1	1	1	25	0.00025		290	0	0	0.00208704	-0.00111984	-0.000214286	-0.000172455	0	0	10.199	-2.13518	1.34771	-0.331644	0	0	0.0117226	0.0117226	0	0		
1	1	1	26	0.00026		290	0	0	0.00217052	-0.00116463	-0.000222857	-0.000179353	0	0	10.6069	-2.22059	1.40161	-0.34491	0	0	0.0126791	0.0126791	0	0		
1	1	1	27	0.00027		290	0	0	0.00225401	-0.00120942	-0.000231429	-0.000186251	0	0	11.0149	-2.306	1.45552	-0.358175	0	0	0.0136732	0.0136732	0	0		
1	1	1	28	0.00028		290	0	0	0.00233749	-0.00125422	-0.00024	-0.000193149	0	0	11.4228	-2.39141	1.50943	-0.371441	0	0	0.0147048	0.0147048	0	0		
1	1	1	29	0.00029		290	0	0	0.00242097	-0.00129901	-0.000248571	-0.000200048	0	0	11.8308	-2.47681	1.56334	-0.384707	0	0	0.0157739	0.0157739	0	0		
1	1	1	30	0.0003		290	0	0	0.00250445	-0.0013438	-0.000257143	-0.000206946	0	0	12.2388	-2.56222	1.61725	-0.397973	0	0	0.0168805	0.0168805	0	0		
1	1	1	31	0.00031		290	0	0	0.00258793	-0.0013886	-0.000265714	-0.000213844	0	0	12.6467	-2.64763	1.67116	-0.411239	0	0	0.0180246	0.0180246	0	0		
1	1	1	32	0.00032		290	0	0	0.00267141	-0.00143339	-0.000274286	-0.000220742	0	0	13.0547	-2.73304	1.72506	-0.424504	0	0	0.0192063	0.0192063	0	0		
1	1	1	33	0.00033		290	0	0	0.0027549	-0.00147819	-0.000282857	-0.00022764	0	0	13.4626	-2.81844	1.77897	-0.43777	0	0	0.0204254	0.0204254	0	0		
1	1	1	34	0.00034		290	0	0	0.00283838	-0.00152298	-0.000291429	-0.000234539	0	0	13.8706	-2.90385	1.83288	-0.451036	0	0	0.0216821	0.0216821	0	0		
1	1	1	35	0.00035		290	0	0	0.00292186	-0.00156777	-0.0003	-0.000241437	0	0	14.2786	-2.98926	1.88679	-0.464302	0	0	0.0229762	0.0229762	0	0		
1	1	1	36	0.00036		290	0	0	0.00300534	-0.00161257	-0.000308571	-0.000248335	0	0	14.6865	-3.07466	1.9407	-0.477567	0	0	0.0243079	0.0243079	0	0		
1	1	1	37	0.00037		290	0	0	0.00308882	-0.00165736	-0.000317143	-0.000255233	0	0	15.0945	-3.16007	1.99461	-0.490833	0	0	0.0256771	0.0256771	0	0		
1	1	1	38	0.00038		290	0	0	0.0031723	-0.00170215	-0.000325714	-0.000262131	0	0	15.5024	-3.24548	2.04851	-0.504099	0	0	0.0270838	0.0270838	0	0		
1	1	1	39	0.00039		290	0	0	0.00325579	-0.00174695	-0.000334286	-0.00026903	0	0	15.9104	-3.33089	2.10242	-0.517365	0	0	0.028528	0.028528	0	0		
1	1	1	40	0.0004		290	0	0	0.00333927	-0.00179174	-0.000342857	-0.000275928	0	0	16.3183	-3.41629	2.15633	-0.53063	0	0	0.0300098	0.0300098	0	0		
1	1	1	41	0.00041		290	0	0	0.00342275	-0.00183653	-0.000351429	-0.000282826	0	0	16.7263	-3.5017	2.21024	-0.543896	0	0	0.031529	0.031529	0	0		
1	1	1	42	0.00042		290	0	0	0.00350623	-0.00188133	-0.00036	-0.000289724	0	0	17.1343	-3.58711	2.26415	-0.557162	0	0	0.0330858	0.0330858	0	0		
1	1	1	43	0.00043		290	0	0	0.00358971	-0.00192612	-0.000368571	-0.000296622	0	0	17.5422	-3.67252	2.31806	-0.570428	0	0	0.03468	0.03468	0	0		
1	1	1	44	0.00044		290	0	0	0.00367319	-0.00197091	-0.000377143	-0.000303521	0	0	17.9502	-3.75792	2.37196	-0.583693	0	0	0.0363118	0.0363118	0	0		
1	1	1	45	0.00045		290	0	0	0.00375668	-0.00201571	-0.000385714	-0.000310419	0	0	18.3581	-3.84333	2.42587	-0.596959	0	0	0.0379811	0.0379811	0	0		
1	1	1	46	0.00046		290	0	0	0.00384016	-0.0020605	-0.000394286	-0.000317317	0	0	18.7661	-3.92874	2.47978	-0.610225	0	0	0.0396879	0.0396879	0	0		
1	1	1	47	0.00047		290	0	0	0.00392364	-0.00210529	-0.000402857	-0.000324215	0	0	19.1741	-4.01415	2.53369	-0.623491	0	0	0.0414322	0.0414322	0	0		
1	1	1	48	0.00048		290	0	0	0.00400712	-0.00215009	-0.000411429	-0.000331113	0	0	19.582	-4.09955	2.5876	-0.636756	0	0	0.0432141	0.0432141	0	0		
