211 571
1 0.00000000000000e+00 1.00000000000000e+00 9.99999999999994e-02
2 1.41421356237309e-01 1.00000000000000e+00 0.00000000000000e+00
3 5.00000000000000e-01 6.41421356237309e-01 7.85055354057818e-17
4 5.00000000000000e-01 5.00000000000000e-01 1.00000000000000e-01
5 3.58578643762691e-01 5.00000000000000e-01 6.74033051595302e-17
6 0.00000000000000e+00 8.58578643762691e-01 0.00000000000000e+00
7 0.00000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
8 4.72841321800936e-02 1.00000000000000e+00 9.42449225262970e-02
9 9.13651181771279e-02 1.00000000000000e+00 7.63295983890898e-02
10 1.26582395554186e-01 1.00000000000000e+00 4.45920235903437e-02
11 1.74019414761190e-01 9.67401941476119e-01 1.62213393034523e-17
12 2.06617473285072e-01 9.34803882952238e-01 2.13395358890601e-17
13 2.39215531808953e-01 9.02205824428357e-01 2.64577324746679e-17
14 2.71813590332834e-01 8.69607765904476e-01 3.15759290602757e-17
15 3.04411648856715e-01 8.37009707380595e-01 3.66941256458835e-17
16 3.37009707380596e-01 8.04411648856714e-01 4.18123222314913e-17
17 3.69607765904477e-01 7.71813590332833e-01 4.69305188170991e-17
18 4.02205824428358e-01 7.39215531808952e-01 5.20487154027069e-17
19 4.34803882952238e-01 7.06617473285071e-01 5.71669119883147e-17
20 4.67401941476119e-01 6.74019414761190e-01 6.22851085739225e-17
21 5.00000000000000e-01 6.26582395554227e-01 4.45920235902863e-02
22 5.00000000000000e-01 5.91365118177168e-01 7.63295983890659e-02
23 5.00000000000000e-01 5.47284132180116e-01 9.42449225262914e-02
24 4.52715867819904e-01 5.00000000000000e-01 9.42449225262964e-02
25 4.08634881822868e-01 5.00000000000000e-01 7.63295983890875e-02
26 3.73417604445810e-01 5.00000000000000e-01 4.45920235903379e-02
27 3.25980585238808e-02 8.25980585238810e-01 1.62213393034523e-17
28 6.51961170477618e-02 7.93382526714929e-01 2.13395358890601e-17
