*Node
1, -1.875, 0.145722, -0.0227273
2, -1.875, 0.145722, 0.121689
3, -1.875, 0.145722, 0.305294
4, -1.875, 0.145722, 0.390688
5, -1.875, 0.145722, 0.477272
6, -1.875, 3.60387, -0.0227273
7, -1.875, 3.60387, 1.35635e-006
8, -1.875, 3.60387, 0.214902
9, -1.875, 3.60387, 0.291119
10, -1.875, 3.60387, 0.477272
11, 13.125, 0.145722, -0.0227273
12, 13.125, 0.145722, 0.121689
13, 13.125, 0.145722, 0.305294
14, 13.125, 0.145722, 0.390688
15, 13.125, 0.145722, 0.477272
16, 13.125, 3.60387, -0.0227273
17, 13.125, 3.60387, 1.35635e-006
18, 13.125, 3.60387, 0.214902
19, 13.125, 3.60387, 0.291119
20, 13.125, 3.60387, 0.477272
21, -1.875, 3.89572, -0.0227273
22, -1.875, 3.89572, 4.10244e-006
23, -1.875, 3.89572, 0.214901
24, -1.875, 3.89572, 0.290754
25, -1.875, 3.89572, 0.477272
26, -1.875, 7.35385, -0.0227273
27, -1.875, 7.35385, 0.121656
28, -1.875, 7.35385, 0.305284
29, -1.875, 7.35385, 0.391027
30, -1.875, 7.35385, 0.477272
31, 13.125, 3.89572, -0.0227273
32, 13.125, 3.89572, 4.10244e-006
33, 13.125, 3.89572, 0.214901
34, 13.125, 3.89572, 0.290754
35, 13.125, 3.89572, 0.477272
36, 13.125, 7.35385, -0.0227273
37, 13.125, 7.35385, 0.121656
38, 13.125, 7.35385, 0.305284
39, 13.125, 7.35385, 0.391027
40, 13.125, 7.35385, 0.477272
41, -1.875, 7.64572, -0.0227273
42, -1.875, 7.64572, 0.063857
43, -1.875, 7.64572, 0.149251
44, -1.875, 7.64572, 0.332856
45, -1.875, 7.64572, 0.477272
46, -1.875, 11.1039, -0.0227273
47, -1.875, 11.1039, 0.163426
48, -1.875, 11.1039, 0.239643
49, -1.875, 11.1039, 0.454544
50, -1.875, 11.1039, 0.477272
51, 13.125, 7.64572, -0.0227273
52, 13.125, 7.64572, 0.063857
53, 13.125, 7.64572, 0.149251
54, 13.125, 7.64572, 0.332856
55, 13.125, 7.64572, 0.477272
56, 13.125, 11.1039, -0.0227273
57, 13.125, 11.1039, 0.163426
58, 13.125, 11.1039, 0.239643
59, 13.125, 11.1039, 0.454544
60, 13.125, 11.1039, 0.477272
61, -1.875, -0.146153, -0.0227273
62, -1.875, -0.146153, 0.063518
63, -1.875, -0.146153, 0.149261
64, -1.875, -0.146153, 0.332889
65, -1.875, -0.146153, 0.477272
66, -1.875, 11.3957, -0.0227273
67, -1.875, 11.3957, 0.163791
68, -1.875, 11.3957, 0.239644
69, -1.875, 11.3957, 0.454541
70, -1.875, 11.3957, 0.477272
71, 13.125, -0.146153, -0.0227273
72, 13.125, -0.146153, 0.063518
73, 13.125, -0.146153, 0.149261
74, 13.125, -0.146153, 0.332889
75, 13.125, -0.146153, 0.477272
76, 13.125, 11.3957, -0.0227273
77, 13.125, 11.3957, 0.163791
78, 13.125, 11.3957, 0.239644
79, 13.125, 11.3957, 0.454541
80, 13.125, 11.3957, 0.477272
81, -1.875, -1.875, -0.0227273
82, -1.875, -1.875, 0.000708348
83, -1.875, -1.875, 0.214766
84, -1.875, -1.875, 0.239779
85, -1.875, -1.875, 0.453837
86, -1.875, -1.875, 0.477272
87, 13.125, -1.875, -0.0227273
88, 13.125, -1.875, 0.000708348
89, 13.125, -1.875, 0.214766
90, 13.125, -1.875, 0.239779
91, 13.125, -1.875, 0.453837
92, 13.125, -1.875, 0.477272
93, -1.875, 13.125, -0.0227273
94, -1.875, 13.125, 0.000708348
95, -1.875, 13.125, 0.214766
96, -1.875, 13.125, 0.239779
97, -1.875, 13.125, 0.453837
98, -1.875, 13.125, 0.477272
99, 13.125, 13.125, -0.0227273
100, 13.125, 13.125, 0.000708348
101, 13.125, 13.125, 0.214766
102, 13.125, 13.125, 0.239779
103, 13.125, 13.125, 0.453837
104, 13.125, 13.125, 0.477272
105, 3.60428, -1.875, -0.0227273
106, 3.60428, -1.875, 0.121689
107, 3.60428, -1.875, 0.305294
108, 3.60428, -1.875, 0.390688
109, 3.60428, -1.875, 0.477272
110, 0.146134, -1.875, -0.0227273
111, 0.146134, -1.875, 1.48659e-006
112, 0.146134, -1.875, 0.214903
113, 0.146134, -1.875, 0.291119
114, 0.146134, -1.875, 0.477272
115, 3.60428, 13.125, -0.0227273
116, 3.60428, 13.125, 0.121689
117, 3.60428, 13.125, 0.305294
118, 3.60428, 13.125, 0.390688
119, 3.60428, 13.125, 0.477272
120, 0.146134, 13.125, -0.0227273
121, 0.146134, 13.125, 1.48659e-006
122, 0.146134, 13.125, 0.214903
123, 0.146134, 13.125, 0.291119
124, 0.146134, 13.125, 0.477272
125, 7.35428, -1.875, -0.0227273
126, 7.35428, -1.875, 0.163791
127, 7.35428, -1.875, 0.239644
128, 7.35428, -1.875, 0.454541
129, 7.35428, -1.875, 0.477272
130, 3.89615, -1.875, -0.0227273
131, 3.89615, -1.875, 0.063518
132, 3.89615, -1.875, 0.149261
133, 3.89615, -1.875, 0.332889
134, 3.89615, -1.875, 0.477272
135, 7.35428, 13.125, -0.0227273
136, 7.35428, 13.125, 0.163791
137, 7.35428, 13.125, 0.239644
138, 7.35428, 13.125, 0.454541
139, 7.35428, 13.125, 0.477272
140, 3.89615, 13.125, -0.0227273
141, 3.89615, 13.125, 0.063518
142, 3.89615, 13.125, 0.149261
143, 3.89615, 13.125, 0.332889
144, 3.89615, 13.125, 0.477272
145, 11.1043, -1.875, -0.0227273
146, 11.1043, -1.875, 0.063857
147, 11.1043, -1.875, 0.149251
148, 11.1043, -1.875, 0.332856
149, 11.1043, -1.875, 0.477272
150, 7.64613, -1.875, -0.0227273
151, 7.64613, -1.875, 0.163426
152, 7.64613, -1.875, 0.239642
153, 7.64613, -1.875, 0.454543
154, 7.64613, -1.875, 0.477272
155, 11.1043, 13.125, -0.0227273
156, 11.1043, 13.125, 0.063857
157, 11.1043, 13.125, 0.149251
158, 11.1043, 13.125, 0.332856
159, 11.1043, 13.125, 0.477272
160, 7.64613, 13.125, -0.0227273
161, 7.64613, 13.125, 0.163426
162, 7.64613, 13.125, 0.239642
163, 7.64613, 13.125, 0.454543
164, 7.64613, 13.125, 0.477272
165, -0.145722, -1.875, -0.0227273
166, -0.145722, -1.875, 4.10243e-006
167, -0.145722, -1.875, 0.214901
168, -0.145722, -1.875, 0.290754
169, -0.145722, -1.875, 0.477272
170, 11.3962, -1.875, -0.0227273
171, 11.3962, -1.875, 0.121656
172, 11.3962, -1.875, 0.305284
173, 11.3962, -1.875, 0.391027
174, 11.3962, -1.875, 0.477272
175, -0.145722, 13.125, -0.0227273
176, -0.145722, 13.125, 4.10243e-006
177, -0.145722, 13.125, 0.214901
178, -0.145722, 13.125, 0.290754
179, -0.145722, 13.125, 0.477272
180, 11.3962, 13.125, -0.0227273
181, 11.3962, 13.125, 0.121656
182, 11.3962, 13.125, 0.305284
183, 11.3962, 13.125, 0.391027
184, 11.3962, 13.125, 0.477272
185, 3.60428, 0.145722, -0.0227273
186, 3.60428, 0.145722, 0.117707
